,CASRN,smiles,LogLD
1560,137-26-8,CN(C)C(=S)SSC(=S)N(C)C,3.593980463
1561,137-42-8,CNC(=S)[S-].[Na+],3.078145979
1562,137-58-6,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,2.501059262
1563,137-66-6,CCCCCCCCCCCCCCCC(=O)OC[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,3.698970004
1564,13706-86-0,CC(C)CC(=O)C(=O)C,3.698970004
1565,13710-19-5,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,2.352182518
1566,13717-04-9,CCC(=O)N(C1=CC=CC=N1)C(C)CN2CCCCC2.C(=C/C(=O)O)\C(=O)O,3.110252917
1567,137281-39-1,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)O,3.301029996
1568,13730-09-1,CC1=CC(=C(C=C1)C)C#N,3.477121255
1569,13730-98-8,C1=CC(=CC=C1OCC(=O)[O-])Cl.[Na+],3.572290606
1570,13738-63-1,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2Cl)Cl)F,3.460897843
1571,13740-38-0,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)NC2=CC=CC=C2,3.602059991
1572,13749-61-6,CC(C)NC(=O)C(=C)C,3.301029996
1573,13749-94-5,C/C(=N\O)/SC,2.698970004
1574,13750-62-4,CC1=NC=CN1CC2=CC=CC=C2,3
1575,137521-48-3,CC1=CC(=CC=C1)N=N/C(=C(\C)/O)/C(=O)NC,3.301029996
1576,137521-49-4,CC1=CC=C(C=C1)N=N/C(=C(/C)\O)/C(=O)NC,3.301029996
1577,137521-50-7,C/C(=C(/C(=O)NC)\N=NC1=CC=C(C=C1)OC)/O,3.301029996
1578,137521-52-9,C/C(=C(/C(=O)NC)\N=NC1=CC(=CC=C1)Cl)/O,3.301029996
1579,137521-53-0,C/C(=C(\C(=O)NC)/N=NC1=CC=C(C=C1)Cl)/O,3.301029996
1580,137521-54-1,C/C(=C(\C(=O)NC)/N=NC1=C(C(=CC=C1)Cl)Cl)/O,3.301029996
1581,137521-56-3,C/C(=C(\C(=O)NC)/N=NC1=C(C=C(C=C1)Cl)[N+](=O)[O-])/O,3.301029996
1582,137521-57-4,C/C(=C(/C(=O)NC)\N=NC1=CC=CC=C1[N+](=O)[O-])/O,3.301029996
1583,137521-58-5,C/C(=C(/C(=O)NC)\N=NC1=CC=C(C=C1)[N+](=O)[O-])/O,3.301029996
1584,137521-60-9,C/C(=C(/C(=O)NC)\N=NC1=C(C=C(C=C1)[N+](=O)[O-])OC)/O,3.301029996
1585,137521-61-0,C/C(=C(\C(=O)NC)/N=NC1=C(C=CC(=C1)[N+](=O)[O-])OC)/O,3.301029996
1586,13764-49-3,CCC[C@](C)([C@H]1C[C@@]23C=C[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)C)OC)O.Cl,1.857332496
1587,137658-79-8,CCCCC(CC)COCC(COC1=CC(=C(C=C1)C2=NC(=NC(=N2)C3=C(C=C(C=C3)C)C)C4=C(C=C(C=C4)C)C)O)O,3.301029996
1588,137863-20-8,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)OCC4=CC=CC=C4,3.176091259
1589,13792-20-6,CNC(=O)OC1=CC=C(C=C1)CCC#N,2.792391689
1590,13792-21-7,CNC(=O)OC1=CC=CC2=C1OCCO2,2.100370545
1591,13792-24-0,CNC(=O)OC1=CC=C(C=C1)CC#N,2.7084209
1592,137927-72-1,CC1=CC=C(C=C1)OC2=CC(=NC=N2)SCC(=O)NN,2.662757832
1593,137927-75-4,C1=CC(=CC=C1OC2=CC(=NC=N2)SCC(=O)NN)Cl,2.903089987
1594,137927-76-5,CC1=CC=C(C=C1)OC2=CC(=NC=N2)SCC(=O)NN=C(C)C,2.954242509
1595,137927-77-6,CC(=NNC(=O)CSC1=NC=NC(=C1)OC2=CC=CC=C2)C,3.031408464
1596,137927-78-7,CC(=NNC(=O)CSC1=NC=NC(=C1)OC2=CC=C(C=C2)F)C,2.579783597
1597,138-22-7,CCCCOC(=O)C(C)O,3.698970004
1598,138-59-0,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,3.301029996
1599,138-86-3,CC1=CCC(CC1)C(=C)C,3.711807229
1600,13808-36-1,CCC(=O)NC1=NC=C(S1)Cl,2.499687083
1601,138113-08-3,COC1=CC2=C(C=CC=C2CC#N)C=C1,3.301029996
1602,138117-50-7,C1=CC(=CC=C1C(=O)O)NC(=O)CCN2C=NC3=C2N=CNC3=O,3.477121255
1603,13816-33-6,CC(C)C1=CC=C(C=C1)C#N,3.591064607
1604,13826-35-2,C1=CC=C(C=C1)OC2=CC=CC(=C2)CO,3.174931594
1605,138261-41-3,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,3.414469561
1606,13838-02-3,CC(=O)OC(C1=CC=CC=C1)C(=O)NC(=O)N,3.322219295
1607,13838-16-9,C(C(OC(F)F)(F)F)(F)Cl,3.736396502
1608,138401-24-8,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C#N,3.301029996
1609,13860-69-0,CN(C(=O)NC(=O)N)N=O,2.653212514
1610,13863-31-5,CN(CCO)C1=NC(=NC(=N1)NC2=CC(=C(C=C2)/C=C/C3=C(C=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=CC=C5)N(C)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-])NC6=CC=CC=C6.[Na+].[Na+],3.899337076
1611,13877-99-1,CN(C)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,3.103803721
1612,138786-67-1,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+],2.873320602
1613,13884-43-0,CC(=C)C(=O)OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C,4.047780925
1614,13887-56-4,C1COCCN1C(=O)OCC(C2COC3=CC=CC=C3O2)O,3.176091259
1615,13887-57-5,CC(C)CNC(=O)OCC(C1COC2=CC=CC=C2O1)O,3.176091259
1616,13887-58-6,CCCCNC(=O)OCC(C1COC2=CC=CC=C2O1)O,3.176091259
1617,13887-60-0,CCCNC(=O)OCC(C1COC2=CC=CC=C2O1)O,3.176091259
1618,13887-61-1,C1CC1NC(=O)OCC(C2COC3=CC=CC=C3O2)O,3.176091259
1619,13889-92-4,CCCSC(=O)Cl,3.052693942
1620,139-05-9,C1CCC(CC1)NS(=O)(=O)[O-].[Na+],3.10720997
1621,139-07-1,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],2.602059991
1622,139-08-2,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],2.562768543
1623,139-10-6,CC(CC1=CC=CC=C1)N.OP(=O)(O)O,2.480006943
1624,139-13-9,C(C(=O)O)N(CC(=O)O)CC(=O)O,3.108903128
1625,139-33-3,C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+],3.45484486
1626,139-40-2,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,3.860577551
1627,139-45-7,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,3.806179974
1628,139-60-6,CCC(C)CC(CC)NC1=CC=C(C=C1)NC(CC)CC(C)CC,3.380211242
1629,139-65-1,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,3
1630,139-70-8,CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,3.698970004
1631,139-87-7,CCN(CCO)CCO,3.6599162
1632,139-88-8,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],3.096910013
1633,139-89-9,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCO)CC(=O)[O-].[Na+].[Na+].[Na+],4
1634,139-94-6,CCNC(=O)NC1=NC=C(S1)[N+](=O)[O-],3.33243846
1635,139001-49-3,CCCC(=NOCC(C)OC1=CC=C(C=C1)Cl)C2=C(CC(CC2=O)C3CCCSC3)O,3.698970004
1636,13909-13-2,C1C[C@@H]2C[C@H]1CC2NC(=O)N(CCCl)N=O,1.919078092
1637,13915-60-1,CCOC(=S)C1=CC=C(C=C1)Cl,2.997823081
1638,139189-30-3,CC1=C(C(=CC=C1)C)OP(=O)(OC2=CC(=CC=C2)OP(=O)(OC3=C(C=CC=C3C)C)OC4=C(C=CC=C4C)C)OC5=C(C=CC=C5C)C,3.301029996
1639,1392325-86-8,CC1C(C2CCC3=CN=CN=C3C2C1(C)C)(C)C,3.06069784
1640,13925-07-0,CCC1=NC=C(N=C1C)C,2.658964843
1641,13930-31-9,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2.Cl,2.829303773
1642,13940-94-8,C1=CC(=CC=C1C(Cl)Cl)Cl,3.298853076
1643,13945-53-4,CCOC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,2.579783597
1644,139481-59-7,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,3.301029996
1645,13952-84-6,CCC(C)N,2.181843588
1646,13955-12-9,CC(C)OP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],0.698970004
1647,1397-89-3,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,3.698970004
1648,13973-71-2,C=CCNC(=O)OCC(C1COC2=CC=CC=C2O1)O,3.176091259
1649,13980-04-6,C1N(CN(CN1N=O)N=O)N=O,2.204119983
1650,139886-03-6,CO/N=C/C1=CCCNC1.Cl,1.079181246
1651,139886-04-7,CN1CCC=C(C1)/C=N/OC.Cl,2.477121255
1652,139886-21-8,C#CCO/N=C/C1=CCCNC1.Cl,1.903089987
1653,139886-24-1,CN1CCC=C(C1)/C=N/OCC#C.Cl,2.301029996
1654,13993-65-2,CN1C2=CC=CC=C2SC3=C1C=C(C=C3)CC(=O)O,2.694605199
1655,139958-16-0,CC1=CC(=C(C(=N1)C)OC)OCC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4,3.301029996
1656,139968-49-3,C1=CC(=CC(=C1)C(F)(F)F)/C(=N/NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)/CC3=CC=C(C=C3)C#N,3.660051938
1657,140-01-2,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+],3.658011397
1658,140-08-9,C(CCl)OP(OCCCl)OCCCl,2.062581984
1659,140-11-4,CC(=O)OCC1=CC=CC=C1,3.351216345
1660,140-26-1,CC(C)CC(=O)OCCC1=CC=CC=C1,3.793790385
1661,140-31-8,C1CN(CCN1)CCN,3.330413773
1662,140-40-9,CC(=O)NC1=NC=C(S1)[N+](=O)[O-],2.602059991
1663,140-56-7,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],1.77815125
1664,140-57-8,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,3.591064607
1665,140-66-9,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,3.549820373
1666,140-67-0,COC1=CC=C(C=C1)CC=C,3.089905111
1667,140-72-7,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],2.67669361
1668,140-79-4,C1CN(CCN1N=O)N=O,2.204119983
1669,140-88-5,CCOC(=O)C=C,3.637989781
1670,140-89-6,CCOC(=S)[S-].[K+],3.230448921
1671,140-90-9,CCOC(=S)[S-].[Na+],3.230448921
1672,14007-49-9,CC[N+](C)(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N,3.130333768
1673,14008-44-7,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N,2.989449818
1674,14008-48-1,CC(=O)OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C3O2)C4=CC=C(C=C4)OC(=O)C,3.903089987
1675,14008-53-8,C1CS(=O)(=O)CC1Br,2.33243846
1676,1401-69-0,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,3.698970004
1677,14026-03-0,C[C@@H]1CCCCN1N=O,2.77815125
1678,14028-44-5,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,2.495544338
1679,1403-66-3,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,3.819543936
1680,1404-93-9,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,4
1681,14047-09-7,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)Cl)Cl)Cl)Cl,3.698970004
1682,1405-54-5,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,3.792391689
1683,14052-72-3,CCN(CC)C(=S)N/N=C/C1=CC=C(O1)[N+](=O)[O-],2.875061263
1684,14052-74-5,C1CCN(CC1)C(=S)N/N=C/C2=CC=C(O2)[N+](=O)[O-],2.875061263
1685,14052-77-8,C1CCN(C1)C(=S)N/N=C/C2=CC=C(O2)[N+](=O)[O-],2.875061263
1686,14052-80-3,CN1CCN(CC1)C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],2.875061263
1687,1406-66-2,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,4.176091259
1688,14062-23-8,CCOC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,2.58546073
1689,14064-10-9,CCOC(=O)C(C(=O)OCC)Cl,2.602059991
1690,140695-21-2,CNCC1=CC=C(O1)CSCCNC(=NCC(C2=CC=C(C=C2)O)O)NS(=O)(=O)C,3.698970004
1691,14078-41-2,CC(C)(C)C1=CC(=CC(=C1O)C2=C(C(=CC(=C2)OC)C(C)(C)C)O)OC,3.301029996
1692,14086-35-2,CC1=C(C=CC(=C1)OP(=O)(OC)OC)S(=O)(=O)C,1.477121255
1693,141-00-4,C(CC(=O)[O-])C(=O)[O-].[Cd+2],2.77815125
1694,141-03-7,CCCCOC(=O)CCC(=O)OCCCC,3.903089987
1695,141-11-7,CC(CCCC(=C)C)CCOC(=O)C,3.698970004
1696,141-14-0,CCC(=O)OCCC(C)CCC=C(C)C,3.698970004
1697,141-17-3,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,3.740362689
1698,141-27-5,CC(=CCC/C(=C/C=O)/C)C,2.698970004
1699,141-28-6,CCOC(=O)CCCCC(=O)OCC,3.204119983
1700,141-31-1,C(CC=O)CC(C=O)O,4.230448921
1701,141-32-2,CCCCOC(=O)C=C,3.623843454
1702,141-43-5,C(CO)N,3.602710945
1703,141-59-3,CC(C)(C)CC(C)(C)S,1.716003344
1704,141-66-2,C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,1.16879202
1705,141-84-4,C1C(=O)NC(=S)S1,2.505149978
1706,141-91-3,CC1CNCC(O1)C,3.451786436
1707,141-94-6,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,3.008600172
1708,141-97-9,CCOC(=O)CC(=O)C,3.955527405
1709,141112-29-0,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,3.602059991
1710,141396-28-3,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C.O,4.176091259
1711,14143-09-0,CCOP(=O)(OCC)OC1=CC(=C(C=C1)S(=O)(=O)C)C,0.909983695
1712,14143-28-3,CC1=C(C=CC(=C1)O)S(=O)C,3.544068044
1713,14144-91-3,CC1=C(C=C(C=C1)OC(=O)NC)N(C)C,1.662757832
1714,14150-71-1,C(=C/SC#N)\SC#N,1.886490725
1715,141517-21-7,C/C(=N\OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F,3.505149978
1716,141543-65-9,CC1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl,2.62324929
1717,141645-16-1,CCCCC1=C(C2=C(O1)C=CC(=C2)[N+](=O)[O-])C(=O)C3=CC=C(C=C3)O,3.301029996
1718,14168-01-5,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,3.698970004
1719,141773-73-1,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C1)(C)C,3.301029996
1720,141776-32-1,CCS(=O)(=O)C1=C(N2C=CC=CC2=N1)S(=O)(=O)NC(=O)NC3=NC(=CC(=N3)OC)OC,3.698970004
1721,14187-32-7,C1COC2=CC=CC=C2OCCOCCOC3=CC=CC=C3OCCO1,3.414973348
1722,14192-26-8,COC(=O)C1=CC2=C(CC(=O)N2)C=C1,3.301029996
1723,142-04-1,C1=CC=C(C=C1)N.Cl,2.924279286
1724,142-22-3,C=CCOC(=O)OCCOCCOC(=O)OCC=C,2.654256781
1725,142-26-7,CC(=O)NCCO,4.43055877
1726,142-31-4,CCCCCCCCOS(=O)(=O)[O-].[Na+],3.505149978
1727,142-47-2,C(CC(=O)O)[C@@H](C(=O)[O-])N.[Na+],4.219235134
1728,142-55-2,CCCCCCCCCCCC(=O)OCC(C)O,4.539076099
1729,142-83-6,C/C=C/C=C/C=O,2.477121255
1730,142-84-7,CCCNCCC,2.75076545
1731,142-87-0,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.290034611
1732,142-90-5,CCCCCCCCCCCCOC(=O)C(=C)C,3.698970004
1733,142-92-7,CCCCCCOC(=O)C,4.62324929
1734,142-96-1,CCCCOCCCC,3.86923172
1735,1420-04-8,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N,3.439332694
1736,1420-40-2,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[I-].[I-],1.929418926
1737,14205-39-1,C/C(=C/C(=O)OC)/N,3.245512668
1738,1421-14-3,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,4
1739,1421-23-4,C1=CC=C(C=C1)C[NH+]=C(N)N=C(N)N.[Cl-],2.682145076
1740,1421-49-4,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)O,3.150449409
1741,1421-68-7,CNCC(C1=CC(=CC=C1)NS(=O)(=O)C)O.CS(=O)(=O)O,1.113943352
1742,14211-01-9,CC(C)OC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC,2.311753861
1743,14222-60-7,CCCC1=NC=CC(=C1)C(=S)N,3.120573931
1744,1424-48-2,CC1=CC=C(C=C1)S(=O)(=O)C=CC#N,3.158362492
1745,1424-50-6,C1=CC=C(C=C1)S(=O)(=O)CC(C#N)Cl,2.73239376
1746,142459-58-3,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,3.17838077
1747,142469-14-5,COC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(F)(F)F)C(F)(F)F,3.672097858
1748,14255-88-0,C1=CC=C(C=C1)OC(=O)N2C3=CC(=C(C=C3N=C2C(F)(F)F)Cl)Cl,2.380211242
1749,14260-40-3,CC(=O)NC1=CC=C(C=C1)OC(=O)NC,2.899820502
1750,14271-02-4,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O.Cl,3.301029996
1751,142770-42-1,CCCOC1=C2C(=C(C=C1)Cl)C(=O)C3=CC=CC=C3S2,3.698970004
1752,142852-51-5,C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4.C(=C/C(=O)O)\C(=O)O,2.523746467
1753,14286-84-1,CN(C)CCCOC1(CCCCCC1)CC2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O,2.617000341
1754,142891-20-1,CCOC(=O)/C(=C/C1=C(C=CC(=C1)N2C(=O)C3=C(C2=O)CCCC3)Cl)/Cl,3.342422681
1755,14297-81-5,CC(=CC1C(C1(C)C)C(=O)Cl)C,2.602059991
1756,143-08-8,CCCCCCCCCO,3.5289167
1757,143-13-5,CCCCCCCCCOC(=O)C,3.698970004
1758,143-15-7,CCCCCCCCCCCCBr,3.397940009
1759,143-22-6,CCCCOCCOCCOCCO,3.72427587
1760,143-23-7,C(CCCNCCCCCCN)CCN,2.653212514
1761,143-24-8,COCCOCCOCCOCCOC,3.652729696
1762,143-33-9,[C-]#N.[Na+],0.808885867
1763,143-66-8,[B-](C1=CC=CC=C1)(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Na+],2.459392488
1764,143-98-6,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,3.041392685
1765,143201-11-0,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O.[Na+],2.619093331
1766,143314-16-3,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,3.301029996
1767,14334-41-9,CC(C)NC1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3.Cl,2.794488047
1768,14338-82-0,CCCCOC(=O)CSCSCC(=O)OCCCC,3.795880017
1769,143390-89-0,CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N\OC)/C(=O)OC,3.698970004
1770,143418-49-9,B(C1=CC(=C(C(=C1)F)F)F)(O)O,3.06069784
1771,1435-71-8,CC1=CC(=C(C=C1)O)N=NC2=CC=CC=C2[N+](=O)[O-],3.301029996
1772,14352-61-5,COC(=O)CC1CCCCC1,3.352182518
1773,14355-07-8,CCCCSC(=O)OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)CC,2.167317335
1774,14355-12-5,CCCSC(=O)OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)CC,2.766412847
1775,14358-50-0,CC(COC1=CC=CC=C1)NC(C)C(C2=CC(=C(C=C2)O)OC)O.Cl,3.10720997
1776,143692-40-4,CC1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3.Cl,2.301029996
1777,143692-53-9,CC1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)NC(=O)C)OCO3,2.77815125
1778,14370-50-4,C1CC2CC1CC2CN,3.149219113
1779,1438-20-6,C1C(=O)N(C(=S)S1)NC(=O)CC2=CNC3=CC=CC=C32,2.635483747
1780,144-12-7,C[N+]1(CCOCC1)CCC(C2=CC=CC=C2)(C3=CC=CS3)O.[I-],3.36078269
1781,144-19-4,CC(C)C(C(C)(C)CO)O,3.301029996
1782,144-39-8,CCC(=O)OC(C)(CCC=C(C)C)C=C,3.698970004
1783,144-41-2,COP(=S)(OC)SCC(=O)N1CCOCC1,2.278753601
1784,144-49-0,C(C(=O)O)F,0.670245853
1785,144-82-1,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,3.544068044
1786,144077-07-6,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,3.281941933
1787,14417-88-0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)C1=CC=CC=C1,4.602059991
1788,14419-01-3,CN(C(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl)OC,3.068185862
1789,14433-76-2,CCCCCCCCCC(=O)N(C)C,3.301029996
1790,14437-17-3,COC(=O)C(CC1=CC=C(C=C1)Cl)Cl,3.030194785
1791,1445-23-4,CC1=CC(=C(C=C1C)O)C(C)(C)C,3.012837225
1792,1445-75-6,CC(C)OP(=O)(C)OC(C)C,2.916980047
1793,144550-36-7,CC1=NC(=NC(=N1)OC)NC(=O)[N-]S(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC.[Na+],3.414973348
1794,1445870-18-7,CC(CC(=O)OCCN1C(CC(CC1(C)C)OC(=O)CC(C)CC(C)(C)C)(C)C)CC(C)(C)C,3.301029996
1795,144598-75-4,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1.812913357
1796,144651-06-9,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,3.698970004
1797,144740-53-4,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=N2)C(F)(F)F)C(=O)OC)OC,3.698970004
1798,14489-75-9,CNCC1=CC=CC2=CC=CC=C21,2.124938736
1799,14491-59-9,CC1=CC=CC=C1OC2=NN=CC=C2,3.489958479
1800,145-39-1,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,3.77815125
1801,145-41-5,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C.[Na+],3.574609941
1802,145-73-3,C1CC2C(C(C1O2)C(=O)O)C(=O)O,2.008067622
1803,145022-45-3,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.301029996
1804,14504-15-5,C1=CC=C(C=C1)C[N+]2=NOC(=C2CC(=O)N)[O-],3.648360011
1805,14504-73-5,CCOC1=C(C(=C(C2=C1C(OC2=O)C3C4=C(C5=C(C=C4CCN3C)OCO5)OC)N)OCC)OCC,4.176091259
1806,145040-37-5,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,3.301029996
1807,145071-30-3,CCOC(=O)N1CCC=C(C1)/C=N/OC,2.301029996
